,Date,Spacecraft,Type_stereo,Source_stereo,Type_ipshock,Accept
347,2012-06-05 14:17:49,STA,F_ weak,in slow wind,,0
348,2012-06-11 21:06:27,STB,F_ plasma signatures_ upstream and downstream waves,ICME,FF,1
349,2012-06-12 20:38:00,STA,,,FF,0
350,2012-06-17 20:20:32,STB,,,FF,0
351,2012-06-25 20:55:59,STA,F,ICME,FF,1
352,2012-06-27 12:40:24,STB,F_ plasma signatures_ upstream and downstream waves,SIR,FF,1
353,2012-06-27 19:03:20,STB,R_ weak plasma signatures_ waves at the ramp,SIR,,0
354,2012-06-30 12:39:33,STA,F,in slow wind,FF,1
355,2012-07-04 06:56:37,STB,F_ prominent plasma signatures_ short downstream waves,ICME,FF,1
356,2012-07-08 18:42:35,STA,F,SIR,,0
357,2012-07-09 02:33:26,STA,F,SIR,FF,1
358,2012-07-10 18:55:15,STA,F,ICME,FF,1
359,2012-07-11 09:09:36,STA,,,FF,0
360,2012-07-20 06:00:58,STA,F,SIR,FF,1
361,2012-07-20 22:43:11,STA,F,ICME,FF,1
362,2012-07-23 20:55:25,STA,F_ questionable_ a shock attempts to form_ Vp increases_ avoided a short-lived B enhancement ahead_ coincides with current sheet_ a lot of large-amplitude fluctuations downstream,ICME,,0
363,2012-07-23 21:21:01,STB,F_ prominent plasma signatures_ B increase is gradual_ no significant change of suprathermal electron flux,ICME,FF,1
364,2012-07-28 14:58:41,STB,F_ plasma signatures except little Tp increase_ small current sheet near the shock,ICME,FF,1
365,2012-08-01 16:51:53,STA,F_ weak,SIR,,0
366,2012-08-03 03:15:18,STA,R,SIR,FR,1
367,2012-08-03 21:46:20,STB,,,FF,0
368,2012-08-05 15:37:00,STA,,,FF,0
369,2012-08-13 14:23:32,STA,F,ICME,FF,1
370,2012-08-18 11:43:13,STA,F,in slow wind,,0
371,2012-08-23 17:26:46,STB,F_ plasma signatures_ upstream and downstream waves,"in slow wind, more than one day ahead of an ICME",FF,1
372,2012-08-29 06:35:22,STB,F_ plasma signatures_ sharp increase of suprathermal electron flux,ICME,FF,1
373,2012-09-03 07:11:55,STB,F_ plasma signatures_ sharp increase of suprathermal electron flux_ upstream and downstream waves,ICME,FF,1
374,2012-09-11 17:10:22,STA,F,ICME,,0
375,2012-09-11 18:13:52,STA,F,ICME,FF,1
376,2012-09-16 23:11:03,STA,F,ICME,FF,1
377,2012-09-19 07:26:06,STB,F_ weak plasma signatures_ increase of suprathermal electron flux_ near current sheet,SIR,FF,1
378,2012-09-19 21:45:46,STA,F,ICME,FF,1
379,2012-09-21 22:35:46,STA,F,fast wind overtaking ICME,FF,1
380,2012-09-23 08:45:32,STB,F_ plasma signatures_ sharp rise of suprathermal electron flux_ downstream waves,ICME,FF,1
381,2012-09-23 14:28:45,STA,F,ICME,FF,1
382,2012-09-24 16:30:41,STB,F_ plasma signatures_ sharp rise of suprathermal electron flux_ short upstream and downstream waves,possibly glancing of ICME,FF,1
383,2012-09-24 23:48:38,STB,R_ no plasma signatures except Tp decrease_ weak change in suprathermal electron flux_ upstream waves,possibly glancing of ICME,,0
384,2012-09-25 16:26:48,STB,F_ strong plasma signatures_ long upstream and downstream waves,ICME,FF,1
385,2012-09-29 18:36:44,STA,F,slow wind,FF,1
386,2012-09-30 07:54:33,STB,F_ plasma signatures_ many upstream and downstream waves_ upstream waves of ~1.6 Hz and propagate 24-30o with respect to B,SIR,FF,1
387,2012-10-01 19:29:02,STA,R,slow wind,FR,1
388,2012-10-05 02:51:26,STA,F,ICME,FF,1
389,2012-10-11 01:46:01,STA,F,ICME,FF,1
390,2012-10-12 00:18:10,STB,,,FF,0
391,2012-10-17 06:57:21,STB,F_ clear plasma signatures_ a field dip and rotation downstream,ICME,FF,1
392,2012-10-19 10:39:00,STA,,,FR,0
393,2012-10-22 15:35:54,STA,F,ICME,FF,1
394,2012-10-22 23:30:00,STA,F,ICME,FF,1
395,2012-10-25 19:10:38,STB,F_ clear plasma signatures_ B dip for 6s downstream,ICME,FF,1
396,2012-10-26 00:42:30,STA,F,ICME,FF,1
397,2012-10-28 05:48:09,STA,F,slow wind,FF,1
398,2012-10-31 07:28:45,STA,R,slow wind,,0
399,2012-11-06 21:48:30,STA,F,slow wind,FF,1
400,2012-11-10 22:30:03,STA,F,ICME,FF,1
401,2012-11-11 13:36:08,STB,,,FF,0
402,2012-11-11 21:19:21,STA,,,FF,0
403,2012-11-12 13:49:24,STA,R,"inside ICME, at the start of the flux rope, due to interaction between 2 ICMEs ",,0
404,2012-11-12 15:23:30,STA,R,"inside ICME, at the start of the flux rope, due to interaction between 2 ICMEs ",FR,1
405,2012-11-13 20:57:03,STA,F,ICME,FF,1
406,2012-11-19 09:50:05,STB,F_ many B fluctuations afterwards,ICME,FF,1
407,2012-11-21 05:54:40,STB,R_ weak plasma signatures_ no clear Vp increase_ clear change in suprathermal electron distribution_ many upstream and downstream waves,"fast wind overtaking ICME, however, there is a period of slow wind after the ICME, so 17 hrs after ICME",,0
408,2012-11-23 04:04:17,STA,F,14-hr before ICME,,0
409,2012-11-23 18:27:37,STA,F,ICME,FF,1
410,2012-11-26 07:57:49,STA,F,ICME,FF,1
411,2012-11-28 03:36:19,STB,F_ strong plasma signatures_ change of suprathermal electron flux_ overshoot_ downstream waves,ICME,FF,1
412,2012-12-06 03:40:58,STA,F,SIR,,0
413,2012-12-11 03:21:00,STA,,,FF,0
414,2012-12-17 16:58:24,STA,F,DG for event identification,FF,1
415,2012-12-18 20:06:04,STB,F_ strong plasma signatures_ change of suprathermal electron flux_ oblique whistler waves upstream,"in slow wind, 28 hrs ahead of an ultra-low density region",FF,1
416,2012-12-25 00:37:44,STB,F_ strong plasma signatures_ upstream and downstream waves,ICME,FF,1
417,2012-12-25 06:33:05,STB,F_ clear plasma signatures_ strong change of suprathermal electron flux_ gradual increase of B_ weak downstream waves,ICME,FF,1
418,2013-01-09 02:25:10,STA,F? plasma signatures although some of the changes are gradual_ B decreased wthin 1 min after the shock_ current sheet 15 ms apart_ downstream waves_ Mach number determined by case study,ICME,FF,1
419,2013-01-13 17:02:44,STB,F_ Vp and Np increase_ rapid B increase_ downstream waves,SIR,FF,1
420,2013-01-16 16:47:28,STB,F_ clear plasma signatures_ magnetic hole at 4 min before the shock,in slow wind,FF,1
421,2013-01-25 00:14:12,STA,F? weak plasma signatures_ B decreased within 1 min and increased to post-shock scale in 2 min_ no upstream or downstream waves,ICME,FF,1
422,2013-02-08 07:44:00,STA,F_ plasma signatures_ downstream waves,ICME,FF,1
423,2013-02-18 03:06:56,STB,F_ clear plasma signatures_ downstream waves,ICME,FF,1
424,2013-02-24 12:09:35,STB,R_ Vp increase_ Np and Tp do not change much_ B is weak,SIR,,0
425,2013-02-28 21:14:33,STA,F_ prominent plasma signatures_ upstream and downstream waves,ICME,FF,1
426,2013-03-04 04:05:15,STB,F_ plasma signatures_ large-scale waves at ramp and around the shock,"in slow wind, a small 4-hr flux rope after 2 hrs",,0
427,2013-03-05 19:57:36,STB,F_ Tp increases slightly_ Np and Tp have DG before the event_ upstream waves ,SIR,,0
428,2013-03-07 12:23:48,STB,F_ prominent plasma signatures_ short upstream waves,ICME,FF,1
429,2013-03-08 02:20:15,STA,F_ plasma signatures_ upstream and downstream waves,ICME,FF,1
430,2013-03-10 16:33:06,STB,R_ prominent plasma signatures_ very short upstream waves,fast wind overtakes ICME,FR,1
431,2013-03-18 00:24:25,STB,F_ plasma signatures_ magnetic humps downstream,SIR,,0
432,2013-03-26 02:45:43,STA,F_ plasma signatures_ downstream waves,ICME,FF,1
433,2013-03-27 16:10:40,STA,,,FF,0
434,2013-03-30 05:14:22,STA,F_ weak plasma signatures_ prompt and small rise of B,in slow wind,,0
435,2013-04-08 08:41:30,STA,R_ plasma signatures_ downstream waves,SIR,FR,1
436,2013-04-09 06:40:42,STB,F_ Vp increases slightly_ DG of Np and Tp before the shock_ downstream waves,SIR,,0
437,2013-04-16 15:36:37,STA,F_ prominent plasma signatures_ downstream waves,ICME,FF,1
438,2013-04-19 14:19:14,STA,R_ weak plasma signatures_ upstream waves,SIR,FR,1
439,2013-04-22 10:08:20,STA,F_ prominent plasma signatures_ a few upstream and downstream waves,ICME,FF,1
440,2013-04-27 01:09:57,STB,F_ clear plasma signatures_ change of suprathermal electron flux,ICME,FF,1
441,2013-04-27 04:19:44,STA,F_ prominent plasma signatures_ upstream and downstream waves,ICME,FF,1
442,2013-04-27 23:32:15,STA,F_ plasma signatures_ a B dip after the shock,ICME,FF,1
443,2013-04-28 19:38:12,STB,F_ clear plasma signatures_ upstream and downstream waves,ICME,FF,1
444,2013-04-30 04:17:41,STA,F_ plasma signatures_ upstream waves,SIR,FF,1
445,2013-05-01 03:52:03,STA,,,FR,0
446,2013-05-02 21:02:27,STA,F_ prominent plasma signatures_ upstream and downstream waves_ amplified at the ramp,ICME,FF,1
447,2013-05-04 04:52:47,STB,F_ prominent plasma signatures_ downstream waves,ICME,FF,1
448,2013-05-06 06:36:37,STA,F_ weak plasma signatures_ few downstream waves,SIR,FF,1
449,2013-05-07 04:37:08,STB,F_ Vp and Tp increase_ not much increase of Np_ upstream waves,ICME,FF,1
450,2013-05-12 23:30:46,STA,F_ weak plasma signatures_ downstream waves,ICME,FF,1
451,2013-05-15 13:34:54,STB,F_ plasma signatures_ upstream and downstream waves_ a B dip and current sheet downstream,ICME,FF,1
452,2013-05-16 05:22:35,STA,F_ weak plasma signatures_ upstream and downstream waves_ including at the ramp,SIR,,0
453,2013-05-16 09:42:43,STA,F_ prominent plasma signatures_ near HCS_ downstream waves,SIR,FF,1
454,2013-05-17 00:05:35,STA,R_ weak plasma signatures_ upstream and downstream waves,SIR,FR,1
455,2013-05-17 02:54:01,STB,F_ prominent plasma signatures_ waves at ramp and downstream,ICME,FF,1
456,2013-05-23 22:21:18,STB,R_ plasma signatures_ upstream and downstream waves_ a B dip and current sheet downstream,SIR,FR,1
457,2013-05-24 06:51:46,STA,F_ weak plasma signatures_ downstream waves,in slow wind,FF,1
458,2013-05-25 06:05:08,STA,F_ plasma signatures_ downstream waves_ Mach number determined by case study,ICME,FF,1
459,2013-05-26 00:53:13,STB,,,FF,0
460,2013-05-30 03:07:29,STB,,,FF,0
461,2013-05-30 20:25:00,STB,F_ prominent plasma signatures_ upstream and downstream waves_ upstream waves lasted ~ 1 hr,SIR,FF,1
462,2013-06-02 06:09:10,STB,F_ Vp and Np increase_ upstream and downstream waves especially large-amplitude waves right after shock,ICME,FF,1
463,2013-06-03 17:12:30,STA,R_ plasma signatures_ downstream waves,SIR,FR,1
464,2013-06-10 08:45:58,STA,F_ very weak plasma signatures_ little increase of Tp_ little increase of B_ waves lasted long upstream and downstream,SIR,,0
465,2013-06-11 03:37:16,STA,R_ plasma signatures_ downstream waves,SIR,FR,1
466,2013-06-11 14:04:50,STA,R_ little increase of V_ weak plasma signatures_ shock ramp lasted 20 ms_ waves upstream_ downstream and at the ramp,SIR,,0
467,2013-06-20 02:47:05,STB,F_ clear plasma signatures_ upstream and downstream waves,ICME,FF,1
468,2013-06-26 13:18:44,STB,F_ small increases of Vp_ Np_ and Tp_ upstream and downstream waves,SIR,,0
469,2013-06-27 16:17:42,STA,F_ prominent plasma signatures_ upstream and downstream waves,ICME,FF,1
470,2013-07-05 07:04:30,STB,F_ prominent plasma signatures_ upstream and downstream waves,ICME,FF,1
471,2013-07-15 22:20:03,STB,F_ weak plasma signatures with small increases,SIR,,0
472,2013-07-25 06:12:48,STA,F_ prominent plasma sigantures_ sharp rise of suprathermal electron flux_ fluctuations downstream_ Mach number is 2 using V&S method,ICME,FF,1
473,2013-07-25 07:02:12,STA,,,FF,0
474,2013-07-25 07:52:14,STB,F_ plasma signatures_ B fluctuates downstream for 1 hr,13 hr before SIR,FF,1
475,2013-07-27 18:53:50,STA,,,FF,0
476,2013-08-04 13:42:51,STA,F_ weak plasma signatures_ gradual change of B_ intermittent LFWs at the two sides,SIR,FF,1
477,2013-08-05 09:21:41,STB,F_ clear plasma signatures_ upstream and downstream waves,SIR,FF,1
478,2013-08-10 09:18:03,STA,F_ clear plasma signatures_ rise of suprathermal e flux_ upstream and downstream waves ,ICME,FF,1
479,2013-08-11 14:49:21,STB,R_ plasma signatures_ upstream and downstream waves,SIR,FR,1
480,2013-08-12 13:46:00,STA,F_ prominent plasma signatures_ waves upstream and at ramp,SIR,FF,1
481,2013-08-18 14:42:09,STA,F_ weak plasma signatures_ downstream waves,slow wind,FF,1
482,2013-08-22 02:09:49,STB,F_ plasma signatures_ upstream and downstream waves,ICME,FF,1
483,2013-08-22 07:05:50,STA,F_ plasma signatures_ downstream waves,ICME,FF,1
484,2013-09-02 02:20:00,STA,F_ plasma signatures_ LFWs lasted long ,SIR,FF,1
485,2013-09-03 15:50:33,STB,F_ clear plasma signatures_ B dip and current sheet downstream,ICME,FF,1
486,2013-09-07 22:02:22,STB,F_ plasma signatures_ upstream and downstream waves_ BDE upstream,ICME-like structure,FF,1
487,2013-09-09 14:32:11,STB,F_ clear plasma signatures_ upstream and downstream waves,ICME,FF,1
488,2013-09-10 11:09:56,STA,F_ weak plasma signatures_ rise and diffusion of suprathermal e flux,slow wind,,0
489,2013-10-04 04:28:16,STA,F_ weak plasma signatures_ rise of suprathermal e flux,ICME,,0
490,2013-10-08 04:54:47,STB,F_ clear plasma signatures_ upstream and downstream waves,ICME,FF,1
491,2013-10-12 17:09:28,STB,F_ small increases of Vp and Np_ waves at ramp and long-lasting upstream,in slow wind,,0
492,2013-10-15 15:52:45,STB,F_ small increases of Vp_ Np_ and Tp_ gradual increase of B_ upstream and downstream waves,in slow wind,,0
493,2013-10-21 12:54:34,STA,F_ weak plasma signatures_ upstream and downstream waves,slow wind,,0
494,2013-10-21 18:23:10,STB,F_ clear plasma signatures_ gradual increase of B_ magnetic humps at the ramp_ questionable shock,ICME,,0
495,2013-10-26 02:25:15,STA,R_ weak plasma signatures_ waves upstream and at ramp,SIR,FR,1
496,2013-10-29 13:27:41,STB,F_ plasma signatures_ upstream and downstream waves,in slow wind,FF,1
497,2013-11-01 10:55:16,STA,F_ plasma signatures_ weak upstream and downstream waves_ a direction change of By 15 s downstream,ICME,FF,1
498,2013-11-04 08:57:25,STA,F_ prominent plasma signatures_ short upstream waves,ICME,FF,1
499,2013-11-05 02:43:25,STB,F_ prominent plasma signatures_ downstream waves,ICME,FF,1
500,2013-11-05 22:24:10,STA,F_ weak and transient plasma signatures_ upstream waves_ increase of suprathermal e flux,"SIR overtaking ICME, there is a residual of CME in the trailing part of the fast wind",,0
501,2013-11-05 23:53:09,STA,F_ clear plasma signatures_ short downstream waves ,SIR overtaking ICME,,0
502,2013-11-06 02:00:26,STB,F_ plasma signatures_ downstream waves_ coincides with a current sheet,ICME,FF,1
503,2013-11-06 13:37:43,STB,,,FR,0
504,2013-11-08 13:28:35,STB,F_ plasma DG_ upstream and downstream waves_ a B dip and current sheet downstream,ICME,,0
505,2013-11-10 00:26:00,STA,F_ plasma signatures_ gradual increase of B,in the trailing part of fast wind,FF,1
506,2013-11-11 10:31:52,STA,F_ plasma signatures_ downstream waves,ICME,FF,1
507,2013-11-13 17:00:55,STA,F_ Vp increases_ DG of Np and Tp at the shock_ upstream waves,ICME,FF,1
508,2013-11-14 05:50:48,STA,F_ clear plasma signatures_ B decreased 1 min after the shock_ many fluctuations upstream and downstream,ICME,,0
509,2013-11-18 18:24:00,STA,F_ Np and Tp spikes downstream_ upstream and downstream waves,ICME,FF,1
510,2013-11-20 23:52:07,STA,F_ clear plasma signatures_ downstream waves,SIR,,0
511,2013-11-22 18:38:30,STA,,,FR,0
512,2013-11-24 03:51:30,STA,F_ plasma signatures_ intermittent fluctuations during 1 hr around the shock,in the trailing part of fast wind,,0
513,2013-12-01 22:29:46,STA,F_ prominent plasma signatures_ overshoot_ downstream waves,ICME,FF,1
514,2013-12-08 18:22:41,STB,F_ prominent plasma signatures_ upstream and downstream waves,ICME,FF,1
515,2013-12-14 14:24:14,STB,F_ small increases of Vp and Np_ upstream and downstream waves,15 hrs before SIR,,0
516,2013-12-15 01:08:09,STB,F_ clear plasma signatures_ upstream and downstream waves,SIR,FF,1
517,2013-12-17 13:29:41,STB,F_ prominent plasma signatures_ upstream waves_ a B dip and current sheet downstream,ICME,FF,1
518,2013-12-17 16:07:44,STA,R_ clear plasma signatures_ upstream and downstream waves,SIR,FR,1
519,2013-12-22 00:09:44,STB,F_ clear plasma signatures_ upstream waves_ coincides with a current sheet,SIR,FF,1
520,2013-12-24 20:06:47,STA,F_ weak plasma signatures ,SIR with an embedded ICME,,0
521,2013-12-24 22:18:38,STA,F_ weak plasma signatures,"SIR with an embedded ICME, 13 hr ahead of ICME",FF,1
522,2013-12-26 05:04:12,STA,R_ weak plasma signatures_ downstream waves,SIR with an embedded ICME,FR,1
523,2013-12-28 17:06:36,STB,F_ prominent plasma signatures_ many fluctuations downstream,ICME,FF,1
524,2013-12-29 03:39:05,STA,F_ weak plasma signatures_ fluctuations last long time around the shock,"SIR, at the trailing edge of ICME",FF,1
525,2013-12-29 07:15:51,STA,F_ plasma signatures_ upstream and downstream waves,SIR,FF,1
526,2013-12-30 17:39:56,STB,,,FR,0
527,2013-12-30 21:58:01,STB,F_ plasma signatures_ upstream waves lasted 4 min_ downstream waves_ a current sheet 10-min downstream,fast wind overtakes ICME,FF,1
528,2013-12-31 13:31:40,STA,F_ plasma signatures_ a short B dip after the shock,ICME,,0
529,2014-01-09 13:17:36,STA,F_ 2-min plasma DG at the shock_ plasma signatures_ extensive upstream and downstream waves ,ICME embedded within SIR,FF,1
530,2014-01-12 19:11:41,STA,F_ plasma signatures_ waves upstream and downstream,in the declining part of fast wind,,0
531,2014-01-14 23:59:09,STA,F_ 3-min plasma DG at the shock_ nice waves upstream and downstream ,in ICME,,0
532,2014-01-17 10:52:22,STA,F_ weak plasma signatures,in slow wind,,0
533,2014-01-20 19:21:50,STA,F_ plasma signatures_ moderate-amplitude waves upstream and downstream,  front edge of SIR,FF,1
534,2014-01-22 15:14:30,STA,F_ plasma signatures,within SIR,FF,1
535,2014-01-24 07:13:45,STB,F_ prominent plasma signatures_ fluctuations at the foot,SIR including an ICME,FF,1
536,2014-01-24 14:14:54,STB,F_ plasma signatures_ magnetic humps upstream and downstream,ICME,,0
537,2014-01-26 11:42:19,STB,R_ weak plasma signatures_ downstream waves,SIR including an ICME,FR,1
538,2014-01-29 05:19:50,STB,F_ plasma signatures_ upstream waves of two frequencies_ large-amplitude downstream waves,ICME,FF,1
539,2014-01-29 18:13:27,STA,F_ clear plasma signatures_ sharp increase of suprathermal e flux_ waves upstream and at the foot,ICME,FF,1
540,2014-02-01 06:19:28,STA,F_ weak plasma signatures_ upstream waves last long,in slow wind,FF,1
541,2014-02-01 15:58:36,STB,,,FF,0
542,2014-02-02 00:18:17,STA,F_ plasma signatures,ICME,FF,1
543,2014-02-05 03:27:37,STA,F_ plasma signatures_ downstream waves,ICME,FF,1
544,2014-02-06 12:03:03,STB,F_ prominent plasma signatures_ downstream waves,ICME,,0
545,2014-02-07 20:59:03,STA,F_ clear plasma signatures_ increase of suprathermal e flux_ waves upstream and downstream,ICME,FF,1
546,2014-02-08 10:39:24,STB,F_ plasma signatures_ upstream waves of two frequencies_ large-amplitude downstream waves,faster wind overtaking ICME,FF,1
547,2014-02-12 12:15:52,STB,F_ plasma signatures_ Np and Tp DG for 2 min_ waves at foot and upstream,SIR,FF,1
548,2014-02-13 12:47:46,STB,F_ plasma signatures_ upstream coherent waves,within SIR,FF,1
549,2014-02-15 05:50:04,STA,F_ weak plasma signatures_ abrupt B increase_ downstream waves,leading SIR with ICME embedded ,,0
550,2014-02-16 07:50:14,STA,F_ 3-min plasma DG upstream_ upstream waves_ B spike at the ramp_ Mach number needs further check,ICME replacing fast wind in SIR,FF,1
551,2014-02-21 07:17:00,STB,F? plasma signatures_ e flux increases_ no B data,ICME,,0
552,2014-02-22 08:00:03,STA,F_ plasma signatures_ short upstream waves,ICME,FF,1
553,2014-02-22 08:10:00,STB,F? plasma signatures_ e flux increases_ no B data,fast wind overtaking ICME,,0
554,2014-02-22 23:06:24,STA,F_ plasma signatures_ upstream and downstream waves,ICME,FF,1
555,2014-02-25 12:15:56,STA,F_ plasma signatures_ gradual increase of B_ small-amplitude downstream waves_ sharp change of suprathermal e flux,ICME,FF,1
556,2014-02-27 20:46:45,STA,F_ plasma signatures_ low frequency waves upstream and downstream,ICME,FF,1
557,2014-02-28 04:23:15,STB,F_ plasma signatures_ waves at foot and downstream_ overshoot,ICME,FF,1
558,2014-03-07 18:35:13,STA,F_ weak plasma signatures_ sharp rise of suprathermal e flux,ICME replacing fast wind in SIR,FF,1
559,2014-03-08 04:41:57,STB,F_ plasma signatures_ large-amplitude downstream waves,ICME,FF,1
560,2014-03-11 09:37:10,STA,F_ plasma signatures_ downstream waves,ICME,FF,1
561,2014-03-12 09:14:56,STB,,,FF,0
562,2014-03-14 16:37:40,STA,F_ plasma signatures_ change in suprathermal e flux_ gradual rise of B_ waves upstream and at the ramp,ICME in fast wind of SIR,FF,1
563,2014-03-14 23:10:18,STB,F_ prominent plasma signatures_ 12-s ramp,ICME,FF,1
564,2014-03-15 17:03:01,STB,,,FR,0
565,2014-03-30 06:20:38,STB,F_ weak plasma signatures_ upstream and downstream waves,within SIR,,0
566,2014-03-30 21:38:04,STA,F_ plasma signatures_ rise of suprathermal e flux_ step rise of B_ upstream and downstream waves_ B dips downstream,ICME,FF,1
567,2014-04-01 04:53:36,STB,F_ prominent plasma signatures_ large-amplitude waves at foot and upstream_ waves of lower frequency futher upstream,ICME,FF,1
568,2014-04-08 22:51:35,STA,F_ weak plasma signatures_ change of suprathermal e flux_ upstream waves,"in slow wind, 14 hrs ahead of ICME",FF,1
569,2014-04-09 13:07:45,STA,F_ plasma signatures_ upstream and downstream waves_ not much change in suprathermal e flux,ICME,FF,1
570,2014-04-09 22:20:41,STA,,,FR,0
571,2014-04-11 15:24:02,STA,F_ extensive upstream and downstream waves,ICME,FF,1
572,2014-04-12 02:27:41,STB,F_ prominent plasma signatures and increase of suprathermal e flux_ upstream and downstream fluctuations_ B decreases soon after,ICME,FF,1
573,2014-04-25 17:15:11,STA,R_ weak plasma signatures_ weak downstream waves,SIR,,0
574,2014-05-08 01:37:30,STB,F_ weak plasma signatures_ B increases gradually for 1 min,ICME,FF,1
575,2014-05-10 13:26:41,STA,F_ plasma signatures_ V increase > 50 km/s_ upstream and downstream waves last short,"in slow wind, 1 day ahead of ICME",FF,1
576,2014-05-11 12:33:49,STA,F_ plasma signatures,ICME,FF,1
577,2014-05-13 13:45:19,STB,F_ plasma signatures_ upstream and downstream waves,SIR,FF,1
578,2014-06-05 10:52:04,STB,F_ plasma signatures_ upstream waves,SIR,FF,1
579,2014-06-09 01:18:41,STB,F_ weak plasma signatures_ downstream waves,ICME,FF,1
580,2014-06-09 09:30:27,STA,F_ plasma signatures_ upstream and downstream waves last long,ICME,FF,1
581,2014-06-09 12:50:02,STA,F_ plasma signatures,ICME,FF,1
582,2014-06-10 17:10:02,STB,F_ weak plasma signatures_ upstream waves,fast wind overtaking ICME,FF,1
583,2014-06-11 00:14:42,STA,F_ plasma signatures_ upstream and downstream waves,ICME,FF,1
584,2014-06-13 18:59:51,STB,F_ plasma signatures_ upstream and downstream waves,slow wind,FF,1
585,2014-06-16 18:52:47,STB,F_ plasma signatures_ near a current sheet_ downstream waves,within SIR,,0
586,2014-06-27 18:27:24,STB,F_ plasma signatures_ upstream and downstream waves,ICME,FF,1
587,2014-06-27 21:58:06,STA,F_ weak plasma signatures,1 day before a SIR with ICME embedded,FF,1
588,2014-07-01 12:51:28,STB,F_ weak plasma signatures_ large-amplitude waves at foot and downstream,ICME,FF,1
589,2014-07-02 00:34:45,STB,R_ plasma signatures_ Np and Tp DG upstream_ upstream and downstream waves,within ICME+SIR,,0
590,2014-07-02 18:48:23,STB,F_ prominent plasma signatures_ waves at the ramp,fast wind overtaking ICME+SIR,FF,1
591,2014-07-04 15:31:07,STB,F_ plasma signatures,"in the trailing part of fast wind, more than 1.5 days after ICME+SIR",FF,1
592,2014-07-04 16:54:24,STA,F_ plasma signatures_ upstream and downstream waves,SIR with ICME embedded,FF,1
593,2014-07-12 17:19:11,STA,F_ prominent plasma signatures_ upstream and downstream waves,ICME,FF,1
594,2014-07-27 09:47:54,STA,F_ plasma signatures_ downstream waves,SIR,FF,1
595,2014-07-29 19:40:54,STB,F_ weak plasma signatures_ downstream waves,12 hr ahead of SIR,,0
596,2014-08-06 12:35:42,STB,F_ plasma signatures_ downstream waves_ gradual change of B,SIR,FF,1
597,2014-08-08 21:09:10,STB,F_ weak plasma signatures_ gradual increase of B over 30s,SIR,,0
598,2014-08-11 09:03:25,STA,F_ prominent plasma signatures_ intense upstream and downstream waves,ICME,FF,1
599,2014-08-16 06:07:21,STB,F_ weak plasma signatures_ downstream waves,in slow wind,,0
600,2014-08-16 17:53:28,STB,F_ weak plasma signatures,in slow wind,,0
601,2014-08-24 11:10:01,STB,F_ weak plasma signatures_ large-amplitude waves upstream,SIR,,0
602,2014-08-31 17:45:04,STB,F_ plasma signatures_ upstream and downstream fluctuations,ICME,FF,1
603,2014-09-03 07:45:19,STB,F_ Np DG_ fluctuations at foot and downstream ,ICME,,0
604,2014-09-04 06:07:25,STB,F_ weak plasma signatures_ upstream and downstream waves,within ICME,,0
605,2014-09-25 05:34:15,STB,F_ plasma signatures_ waves at foot and downstream,ICME,FF,1
606,2014-09-25 14:09:54,STB,F_ prominent plasma signatures_ many magnetic holes downstream,ICME,FF,1
607,2014-09-25 17:06:07,STB,F_ Vp and Np increase_ B sharp increase,ICME,FF,1
608,2014-09-25 20:38:51,STA,F_ large upstream waves_ plasma signatures_ a short data gap upstream,fast wind overtake an ICME,,0
609,2014-09-26 16:32:46,STB,F? plasma DG_ upstream and downstream waves,at the trailing edge of ICME,,0
610,2014-10-16 20:05:03,STA,F_ small upstream waves_ few plasma signatures,ICME,,0
611,2014-10-16 20:11:43,STA,F_ sharp B rise_ prominent plama signatures,ICME,FF,1
612,2015-11-19 06:46:36,STA,R_ weak plasma signatures_ Bz crosses 0 30s away from the shock,SIR,,0
613,2015-12-01 13:37:52,STA,F_ plasma signatures_ upstream waves,SIR with an ICME embedded,,0
614,2015-12-07 17:33:02,STA,F_ plasma signatures_ upstream and downstream waves,a bump in slow wind,,0
615,2016-01-09 18:08:20,STA,F_ plasma signatures_ upstream and downstream waves,ICME,,0
616,2016-01-18 06:43:25,STA,R_ plasma signatures_ a current sheet within 1 min,SIR,,0
617,2016-02-12 18:28:02,STA,R_ weak plasma signatures_ downstream waves,SIR,,0
618,2016-03-13 17:40:34,STA,F_ prominent plasma signatures_ downstream waves,ICME,,0
619,2016-04-15 01:26:00,STA,F_ plasma signatures_ sharp B rise_ downstream waves,ICME,,0
620,2016-04-27 09:07:30,STA,F_ weak plasma signatures_ waves_ 15 s for ramp_ current sheets within 2 min,SIR,,0
621,2016-05-14 21:23:37,STA,F_ weak plasma signatures_ small amplitude waves,SIR,,0
622,2016-05-24 12:38:33,STA,R_ weak plasma signatures_ downstream waves,SIR,,0
623,2016-06-24 12:34:50,STA,F_ clear plasma signatures_ 15 s for ramp,SIR,,0
624,2016-07-02 20:48:54,STA,F_ prominent plasma signatures except 3 plasma data points are missing at the ramp_ upstream and downstream waves,ICME,,0
625,2016-07-05 10:09:27,STA,F_ plasma signatures_ upstream and downstream waves,faster wind overtaking ICME,,0
626,2016-07-22 23:12:12,STA,R_ prominent plasma signatures_ upstream and downstream waves,SIR,,0
627,2016-08-03 17:11:28,STA,F_ plasma signatures_ downstream waves,SIR,,0
628,2016-08-04 08:24:27,STA,R_ plasma signatures_ downstream waves,SIR,,0
